 Blood Bank Name, State, District, City, Address,Pincode, Contact No, Mobile, Helpline, Email, Nodal Officer , Contact Nodal Officer, Mobile Nodal Officer, Email Nodal Officer, Category, License #
Rama Medical College Hospital and Research Centre,Uttar Pradesh,KANPUR NAGAR,Kanpur,"Rama Medical College Hospital & Research Centre,
Blood Bank, GT Road, Mandhana, Kanpur",209217,"0512 2780882, 0512 2780886",8090167357,N/A,knverma10@gmail.com,,,,,Private,UP/B&BP/2008/06
LPS Institute of Cardiology,Uttar Pradesh,KANPUR NAGAR,Kanpur,"Mall Road, Sarvodaya Nagar",208002,0512 2532269,9690261262,N/A,,,,,,Government,
Tulsi Hospital Limited,Uttar Pradesh,KANPUR NAGAR,Kanpur,"14/116-A, Civil Lines",208001,"0512 2536404, 0512 2536406",9837184061,N/A,,,,,,Private,
Krishna Super Speciality Hospital ,Uttar Pradesh,KANPUR NAGAR,Kanpur,"A Unit of Gita Healthcare Private Limited, 363, Harrisganj, Near Tatmil Chauraha",208004,"0512 2320061, 0512 2320071","09455931692, 08009710002",N/A,nabhkssh@gmail.com,Dr. Ravindra Srivas,..,9838540266,..,Private,UP/B&B P/2014/18
Mayanjali Charitable Blood Bank ,Uttar Pradesh,KANPUR NAGAR,Kanpur,"14/113, Padam Towers, Civil Lines, Kanpur",,0512-2303228,7706974733,,,Dr. A.K. Gupta,,9307775184,,Charity,
Madhulok Hospital,Uttar Pradesh,KANPUR NAGAR,Kanpur,"628,K-Block Kidwai Nagar ",,,9598060515,,,Dr. Sanjeev Mehrotra,,9598060515,madhulokhospital@rediffmail.com,Private,
SPM Hospital Research and Trauma Centre Blood Bank,Uttar Pradesh,KANPUR NAGAR,Kanpur Nagar," A Unit of Tyco Hospitals Private Ltimited, C-48, Kalyanpur",208017,0512 2570553,9198607532,8090001632,,Dr. Bharti Parashar,5122570553,9839009262,spmhospital07@gmail.com,Private,U.P./B&B.P/2104/02
District Hospital,Uttar Pradesh,Kasganj,Kanshi Ram Nagar,"Mathura-Bareilly Road, Opposite Birla Hospital, Kashganj",N/A,N/A,N/A,N/A,,,,,,Government,
Combined District Hospital,Uttar Pradesh,KAUSHAMBI,Kaushambi,Manjhanpur,,05331 232030,"08005192672, 09412377198",N/A,,,,,,Government,
Joint District Hospital,Uttar Pradesh,Kushinagar,Kushinagar,N/A,N/A,05564 240549,"09927031274, 09837886870",N/A,,,,,,Government,
District Hospital,Uttar Pradesh,Lakhimpur Kheri,Lakhimpur Khiri,Auriya,262701,N/A,9415543070,N/A,,,,,,Government,
District Hospital,Uttar Pradesh,LALITPUR,Lalitpur,Chitrakoot,284403,05176 272343,N/A,N/A,,,,,,Government,
Dr. Shankuntala Misra Blood Bank,Uttar Pradesh,LUCKNOW,Bijnore,"Plot No. 463/1, Village Anaura
",,5222999862,,,,Dr. Honey Shasker,5222999862,,tsmmedicalcollege@gmail.com,Private,
Career Institute of Medical Sciences and Hospital Blood Bank ,Uttar Pradesh,LUCKNOW,Ghailla,"A Unit of Career Convent Education and Charitable Trust, Sitapur-Hardoi Bypass Road, Near IIM",226020,"0522 2960429, 0522 2960439",N/A,N/A,,,,,,Private,
Indira Diagnostic and Blood Bank Limited,Uttar Pradesh,LUCKNOW,Lucknow," Sanjay Gandhi Puram, Faizabad Road",226016,0522 2380084,9389476580,N/A,,,,,,Private,
Sanjay Gandhi Post-Graduate Institute (SGPGI),Uttar Pradesh,LUCKNOW,Lucknow,"Department of Transfusion Medicine, Sanjay Gandhi Postgraduate Institute of Medical Sciences, Rae Bareli Road",226014,"0522 2494500, 0522 2495341",,N/A,tmsgpgi@gmail.com,,,,,Government,UP/B & BP/2007/05
Sh. Chattrapati Shivaji Maharaj Chikitsalaya University,Uttar Pradesh,LUCKNOW,Lucknow,"KGMU, Lucknow",226003,N/A,9335349791,9453764078,,,,,,Government,
Balrampur Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Balrampur Hospital, Chakbast Road, Qaiserbagh, Lucknow, Uttar Pradesh",226018,"0522 22624040, 0522 2629949",9415214308,N/A,,,,,,Government,
Command Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,Faizabad,226002,0522 2296288,9415226197,N/A,,,,,,Government,
Dr. Shyama Prasad Mukharjee Civil Hospital,Uttar Pradesh,LUCKNOW,Lucknow,Gorakhpur,226001,0522 2239595,9897406711,N/A,,,,,,Government,
Vivekanand Polyclinic and Institute of Medical Sciences,Uttar Pradesh,LUCKNOW,Lucknow,Vrindaban,226007,"0522 2328942, 0522 2321277",9415034053,N/A,,,,,,Government,
Kohli Blood Bank and Components Private limited,Uttar Pradesh,LUCKNOW,Lucknow,"2nd Floor, A-Block, Kanchan Market, Chowk",226003,0522 2259004,N/A,N/A,,,,,,Private,
Eras Medical College and Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Sarfaraj Ganj, Musabag, Picnic Spot-Hardoi Road",226003,"0522 2408122,0522 2408123",N/A,"0522 3226777, 0522 4153777 ",,,,,,Private,
Shekhar Hospital Private Limited Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"B Block, Church Road, Indira Nagar, Lucknow",226016,"0522 2352352, 05224927272",9415022105,N/A,,Dr.Richa Mishra,5224927272,"94,15,02,21,05,09,41,50,00,000",,Private,UP/B&BP/2003/06
Nidan Diagnostic Centre and Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"4/31, Captan Manoj Pandey Chauraha, Vivek Khand, Gomti Nagar",226010,0522 2393390,N/A,N/A,,,,,,Private,
Dr Ram Manohar Lohia Institute of Medical Sciences,Uttar Pradesh,LUCKNOW,Lucknow,Gomati Nagar,226010,N/A,"09997031902, 09897766466",N/A,,,,,,Government,
St. Joseph Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Vishal Khand-5, Gomti Nagar",226010,0522 4054247,"0522 4054228, 0522 4054236",N/A,stjoseph2004@yahoo.com,Dr. Charu Chandra,9452464549,9452464549,,Charity,
B.N.K. Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"B-1/196 Nirala Nagar, Lucknow",226020,0522 4049945,9451817060,N/A,bipinverma5@gmail.com,,,,,Private,UP/B&BP/2008/02
Lucknow Nursing Home Association Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"c 228, Officers Colony, Nirala Nagar",226020,0522 4070185,"07309036038, 09795017000",N/A,,Md. Zubair Khan,0522 4070185-285,9795017000,lnhabloodbank@yahoo.com,Charity,
Sahara Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Viraj Khand, Gomati Nagar",226010,"0522 6781680, 0522 6781683",5226781683,0522 6780001 ,,Dr. Ashish Tewari,0522 6781689,0522 6781681,tewariashish74@gmail.com,Private,U.P./B.&B.P./2009/01
Divine Heart Hospital and Research Centre Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Viraj Khand, Institutional Area - 5, Gomti Nagar",226010,"0522 2721991, 0522 2721995","09208883124, 09415207011, 09415287585",N/A,,,,,,Private,
Nova Hospital Limited,Uttar Pradesh,LUCKNOW,Lucknow,"Patrakarpuram Crossing Vikash Khand-1,Gomti Nagar",226010,0522 2300024,N/A,N/A,,,,,,Private,
Fatima Hospital Blood bank,Uttar Pradesh,LUCKNOW,Lucknow," 35-C, Mahanagar Colony",226006,"0522 2961196, 0522 2323195",7703001503,0522 2961196,fatimahospitallko@gmail.com,Dr. Sudhir Srivastawa, 0522 2323195,9839184374,Srivastavasudhir@gmail.com,Charity,UP/B.BP/2012/22
Dr O P Choudhery Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Chaudhary Vihar, Raibarely Road",226002,0522 2441172,N/A,N/A,,,,,,Private,
Integral Institute of Medical Sciences and Research Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Kursi Road, Lucknow",226026,"0522 2890730, 0522 2890812",9415183133,N/A,,,,,,Private,
Medison Hospital Private Limited Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Medison Hospital & Blood Bank, UGF,D3 Durgapuram Colony Sector 13 VikasNagar, Near Goel Motors,Near Tedhi Pulia,Ring Road",226022,"0522 2739917, 0522 2739918","09389893307, 09935896313",N/A,faizan1584@gmail.com,Faizan Iqbal,0522 2739917,9935896313,faizan1584@gmail.com,Private,UP/B&BP/2013/10
Fehmina Hospital and Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Victoriaganaj, Near Sunni Inter College, Tulsidas marg",226004,7860059998,"07860054449, 09415016897",N/A,fhbloodbank@gmail.com,Sufyan Khalid ,9415016897,7860054449,sufyan23@gmail.com,Private,U.P./B&B.P/2014/07
GCRG Memorial Hospital & Charitable Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Village-Parvatpur, Chandrika Devi Road, Bakshi Ka Talab",226001,,9559662557,,ms.gcrgbs@gmail.com,Dr. Garima,,9559662557,,Private,
M.C. Saxena College of Medical Sciences Charitable Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"668, Saitha, IIM Dubagga Bypass, Mall Road
",226101,,9559912233,,,Dr. J.K. Satsangi,,9450020898,mcscms2013@gmail.com,Private,
Charak Hospital and Research Center Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Dubagga Hardoi Road, Lucknow",226003,9415410623,,8765111111,,DR. ANIL KUMAR,,9415410623,anillucknow@hotmail.com,Private,
Prasad Institute Of Medical Sciences,Uttar Pradesh,LUCKNOW,Lucknow,"Shahjadi, Banthara, Kanpur Road",,,9235407888,,,Dr. Balendra Singh Sodhi,,9335026437,balendrasodhi@gmail.com,Charity,
Combined District Hospital,Uttar Pradesh,MAHARAJGANJ,Maharajganj,N/A,N/A,05523 222204,N/A,N/A,,,,,,Government,
District Hospital,Uttar Pradesh,MAHOBA,Mahoba,"Makaniya Purva, Mahoba",210427,N/A,N/A,N/A,,,,,,Government,
District Hospital Blood Bank,Uttar Pradesh,MAINPURI,Mainpuri,Ghaziabad,205001,N/A,N/A,N/A,,,,,,Government,
Agrawal Life Line Hospital and Trauma Centre Blood Bank,Uttar Pradesh,MATHURA,Aurangabad,"Kamdhenu Nagar, Agra Road",281006,0565 2430857,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Private,N/A
K.D. Medical College Hospital & Research Centre Blood Bank,Uttar Pradesh,MATHURA,Chhatta," 24 KM Mile Stone, Mathura-Delhi Road, NH-2, Post-Akbarpur
",281406,,7055400500,,kdmchrc@gmail.com,Dr. Ramesh Chand Devrani,,7055502242,,Private,
District Hospital Blood Bank,Uttar Pradesh,MATHURA,Mathura,Etah,281001,0565 2401199,N/A,N/A,,,,,,Government,
Sadbhawna Charitable Blood Bank,Uttar Pradesh,MATHURA,Mathura,"3, Chandra Lok Colony, Goverdhan Chauraha, NH-2",281004,5652421198,9897529288,N/A,sadbhawnabloodbank@gmail.com,DR.PRADEEP KUMAR PARASHAR,,,,Charity,U.P/B&B.P/2013/09
"Rotary Blood Bank, Rotary Point",Uttar Pradesh,MATHURA,Mathura,"Near Alwar Railway Bridge, Delhi-mathura NH-2",208017,8171911911,8171911911,,,Dr. Shashank Maheshwari,8171911911,9897627000,rbb911@gmail.com,Charity,`UP/B&BP/2014/09
Nayati Blood Bank,Uttar Pradesh,MATHURA,Mathura,"Nayati Multi Super Specialty Hospital, Awagarh Farm, NH-2",,0124-6678484,0565-6675500,,,Dr. Abhay Singh,,5656675500,info@nayaticharity.org,Charity,
Krishna Mohan Hosp,Uttar Pradesh,MATHURA,Mathura,Pali Dungra Sonkh Road,,8477000180,8477002701,,,Dr. Ajay Sharma,8130668870,,,Private,
Ramakrishna Mission Sevashrama ,Uttar Pradesh,MATHURA,Vrindaban,"Swami Vivekananda Road, Near Anandmayee Maa Temple, Mathura, Vrindaban",281121,0565 2442310,N/A,N/A,,,,,,Private,
Fatima Hospital Blood Bank,Uttar Pradesh,MAU,Mau,"Fatima Hospital, Chandmari Imiliya Road, Maunathbhanjan, Mau",275101,0547 220943,7839038093,N/A,fatimahospital@rediffmail.com,Dr.Ritesh Kumar Agrawal,7839038093,7839038093,fatimahospital@rediffmail.com,Charity,
Combined District Hospital,Uttar Pradesh,MAU,Mau,Munshi Pura,275101,N/A,9927612995,N/A,,,,,,Government,
Kailashi Super Speciality Hospital,Uttar Pradesh,MEERUT,,"C - 2, Shardhapuri, Phase-2, Kanker kheda",,0121-2632226,9456452466,,,Dr. Nisha Malik,,9536934455,kailashihospital@yahoo.com,Private,
Military Hospital,Uttar Pradesh,MEERUT,Meerut,Pratapgarh,250001,0121 2643012,N/A,N/A,,,,,,Government,
Lokpriya Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut,"Samrat Palace, Garh Road",250003,0121 2760040,,,,Dr. R.K.Agarwal,,9557044475,,Private,14 SC/P/OF 1998
SVBP Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut,LLRM Medical College Campus,250004,0121 2763647,N/A,N/A,,,,,,Government,
P.L. Sharma Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut,Jali Kothi,250002,N/A,N/A,N/A,,,,,,Government,
Subharti Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut, Meerut by Pass Road,250005,"0121 2439150, 0121 2439112","9,99,00,18,73,77,21,75,00,000",N/A,,Dr. Davendra swarup,0121 2439066,9536032461,drdswarup@gmail.com,Charity,UP/B&BP/2005/08
Sanjeevani Blood Bank,Uttar Pradesh,MEERUT,Meerut,"644, Bhagpat Road",250002,0121 2525864,N/A,N/A,,,,,,Private,
Kamana Hospital and Research Centre,Uttar Pradesh,MEERUT,Meerut," A Unit of Kamna Medical Centre Private Limited, 187, Bagpat Road",250002,0121 4002113,9997911425,N/A,,,,,,Private,
Anand Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut," A-1, Damodar Colony, Garh Road",250002,0121 2792000,N/A,N/A,,,,,,Private,
Jaswant Rai Specialty Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut,"Opposite Sports Stadium, Civil Lines, Mawana Road",250001,"0121 2663888, 0121 2663887, 0121 2651700",N/A,N/A,,,,,,Private,
Vadhava Blood Bank ,Uttar Pradesh,MEERUT,Meerut,Meerut,,N/A,9412746144,N/A,,,,,,Private,
Krilashi Super Specialty Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut,"C-2, Shardhapur, Phase-II, Kankerkheda, Meerut",,,,,,,,,,Private,
Radha Govind Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut,"Radha Govind Institute Of Medical Sciences,Anuyogipuram, Garh Road",,,7055005923,,,Dr. Shailza,7055005923,7055005923,rgims@rggi.educ.in,Private,
SDS Global Super Speciality Hospital,Uttar Pradesh,MEERUT,Meerut,"120/122, Nh-58, Modipuram, Opp. Agriculture University",,,,,,Dr. Charu Shastri,,,,Private,
District Hospital Blood Bank,Uttar Pradesh,MIRZAPUR,Mirzapur,Sultanpur,231001,05442 253092,N/A,N/A,,,,,,Government,
Pt. Deen Dayal Upadhaya Combined District Hospital,Uttar Pradesh,MORADABAD,Moradabad,"Civil Lines
Moradabad, Uttar Pradesh ",244001,0591 2410670,9415755536,N/A,,,,,,Government,
Venkateshwara Institute of Medical Sciences ,Uttar Pradesh,MORADABAD,Moradabad,"NH 24, Gajrauala Amroha",244221,N/A,N/A,N/A,,,,,,Private,
Asian Vivekanand Super Specialty Hospital Blood Bank,Uttar Pradesh,MORADABAD,Moradabad,Faizabad,244001,0591 2551100,N/A,N/A,,,,,,Private,
Dr. Chaturvedi Central Blood Bank,Uttar Pradesh,MORADABAD,Moradabad,Renukoot,244001,"0591 2413857, 0591 2422395",N/A,N/A,,,,,,Private,
Sri Sai Hospital and Blood Bank,Uttar Pradesh,MORADABAD,Moradabad,"Mansarovar Scheme, Delhi Road",244001,0591 2481720,9760016106,5912479837,dgpath@gmail.com,Dr. Divya Goel,9760016106,9760016106,dgpath@gmail.com,Private,UP/B&BP/2002/03
Teerthankar Mahaveer Hospital and Research Centre,Uttar Pradesh,MORADABAD,Moradabad,"N.H. 24, Delhi Road, Bagadpur, Moradabad, Uttar Pradesh 244001",244102,"0591 2476819, 16, 2360777 ",N/A,N/A,tmhrcbloodbank@gmail.com,,,,,Private,
"Cosmos Hospital, Multi Speciality and Trauma Centre",Uttar Pradesh,MORADABAD,Moradabad,"Prem Nagar, P.O.- Kazipura, Kanth Road",244001,"0591 2555500, 0591 2555501",8477007857,N/A,cosmos.mbd@gmail.com,Dr. Akhil Agarwal,9837138732,9837138732,drakhil27@gmail.com,Private,U.P./B&B.P./2012/21
District Hospital Blood Bank,Uttar Pradesh,MORADABAD,Moradabad,"Bank Civil Lines, Moradabad",244001,N/A,N/A,N/A,,,,,,Government,
Sahu Rameshwar Saran Kothiwal Hospital & Heart Care Centre (Blood Bank),Uttar Pradesh,MORADABAD,Moradabad,"Mora Mustaqueem, Kanth Road",,0591-2452995,9837041715,,,Dr. Poornima Gupta,,9837041715,kdc_rc@kothiwaldentalcollege.com,Private,
IMA Blood Bank (Run by Indian Medical Association),Uttar Pradesh,MORADABAD,N/A," IMA Bhawan, Court Compound",248001,N/A,N/A,N/A,,,,,,Private,
S.D. Medical Institute and Research Centre Blood Bank ,Uttar Pradesh,MUZAFFARNAGAR,Bhopa Road," A Unit run by The Sanatan Dharam College Association, Bhopa Road, Muzaffarnagar.",250611,0131 2607279,N/A,N/A,,N/A,N/A,N/A,N/A,Private,N/A
District Hospital Blood Bank,Uttar Pradesh,MUZAFFARNAGAR,Muzaffarnagar,Banda,251001,0131 2440407,9450268160,N/A,,,,,,Government,
Muzaffarnagar Medical College and Hospital,Uttar Pradesh,MUZAFFARNAGAR,Muzaffarnagar,"Opposite Begrajpur Industrial Area, Ghasipura",251201,01396 52702,9997732222,N/A,,Dr. G. S. Manchanda,9634194602,9634194602,gurdip_manchanda@yahoo.co.in,Private,UP/B&BP/2008/08
District Hospital,Uttar Pradesh,PILIBHIT,Pilibhit,"Ekta Nagar, Pilibhit ",262001,N/A,9415030192,N/A,,,,,,Government,
Jeevan Rekha Charitable Blood Bank,Uttar Pradesh,PILIBHIT,Pilibhit,Gandhi Stadum Road,N/A,05882 253269,N/A,N/A,,,,,,Private,
District Hospital Blood Bank,Uttar Pradesh,PRATAPGARH,Pratapgarh,Barabanki,230001,N/A,9415486482,N/A,,,,,,Government,
District Hospital Blood Bank,Uttar Pradesh,RAEBARELI,Raebareli,"Nirala nagar, Raebareli",229001,N/A,N/A,N/A,,Ashok Sharma,N/A,9415190457,N/A,Government,N/A
District Hospital Blood Bank,Uttar Pradesh,RAMPUR,Rampur,Lucknow,244901,0595 2324687,N/A,N/A,,,,,,Government,
Maulana Mohamad Ali Johar Hospital,Uttar Pradesh,RAMPUR,Rampur, Nainital Road,244901,"0595 2341916, 0595 2329242",N/A,N/A,,,,,,Charity,
Tarawati Nursing Home Private Limited Blood Bank,Uttar Pradesh,SAHARANPUR,Saharanpur, Bajoria Road,247001,0132 2716003,9359202132,N/A,N/A,Dr. Rajeev ,8273013215,8273013215,,Private,UP/B&BP/2012/2013
"SBD, District Hospital",Uttar Pradesh,SAHARANPUR,Saharanpur,"Bajoria Road 
",247001,0132 2715408,9415058785,N/A,N/A,N/A,N/A,N/A,N/A,Government,01/SC/Pof 1997
"Lions Club City Lion, Blood Bank",Uttar Pradesh,SAHARANPUR,Saharanpur,"Lions Club City Lion, Blood Bank saharanpur",247001,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Charity,N/A
"Glocal Medical College, Super Specialty Hospital & Research Centre Blood Bank",Uttar Pradesh,SAHARANPUR,Saharanpur,"Delhi Yamunotri (State Highway-57), Mirzapur Poll",,13222716234,9917032866,,,Dr. Ranbeer Singh,,9917032866,wajid.glocalmedical@gmail.com,Private,
Shaikh-Ul-Hind Maulana Mahamood Hasan Medical College,Uttar Pradesh,SAHARANPUR,Saharanpur,Medical College Saharanpur,,,9557033929,,,Dr. Renu Sharma,,9557033929,drsangeetagirish@gmail.com,Government,
B S Hospital & Heart Centre Blood Bank,Uttar Pradesh,SAMBHAL,Chandausi,"Azad Road, Chandausi, Sambhal
",,,,,,Dr. Rakesh Kumar Chaudhary,,,,Private,
Dr. Sachin Saxena Charitable Blood  Bank,Uttar Pradesh,SAMBHAL,Sambhal,"Shahzadi Sarai, Moradabad Road",,,9837089591,,,Dr. Ritu Saxena,,9927089591,drritusaxena89@yahoo.com,Charity,
District Hospital Blood Bank,Uttar Pradesh,SANT KABIR NAGAR,Sant Kabir Nagar,Khalilabad,N/A,05547 226392,N/A,N/A,,N/A,N/A,N/A,N/A,Government,N/A
Jeevandeep Hospital Blood Bank & Componant Center,Uttar Pradesh,Sant Ravidas Nagar (BHADOHI),,Indira Mill Crossing Jaunpur Road Bhadohi,,5414224503,9936042720,,,Dr. R.K. Mishra ,,9415214537,jeevandeepbloodbank@gmail.com,Private,
Jeevan Deep Hospital Private Limited Blood Bank,Uttar Pradesh,Sant Ravidas Nagar (BHADOHI),Bhadohi,"Indira Mill Crossing, Jeevandeep Road, Jamunipur, SRN Bhadohi",221409,,,,,,,,,Private,
Maharaja Chet Singh District Hospital,Uttar Pradesh,Sant Ravidas Nagar (BHADOHI),Bhadoi,Gyanpur,221304,04414 251406,N/A,N/A,N/A,N/A,N/A,N/A,,Government,N/A
District Hospital Blood Bank,Uttar Pradesh,SHAHJAHANPUR,Shahjahanpur,Ambedkar Nagar,242001,05842 240209,9412377198,N/A,N/A,Dr. Shabahat Hussain,9415588010,9415588010,N/A,Government,29SCP/1997
Swami Vivekanand Charitable Blood Bank,Uttar Pradesh,SHAHJAHANPUR,Shahjahanpur,"  A unit of Swami Vivekanand Charitable Trust Regd.,   Near Anta Chauraha",242001,05842 280224,"09451311952, 09793513286",7081212212,,,,,,Charity,UP/B&BP/2008/10
Dr. B.N. Behl Memorial Hospital Blood Bank,Uttar Pradesh,SHAHJAHANPUR,Shahjahanpur,"Opposite - Jila Udyog Kendra, Town Hall",,"05842 280994, 05842 281614",N/A,N/A,,,,,,Private,
Rohilkhand Hospital Blood Bank,Uttar Pradesh,SHAHJAHANPUR,Shahjhanpur ,Banthra,242307,7080802008,9412462873,,,Dr.S.C.Gupta,,912462873,drsatishchandra@rediffmail.com,Private,
Shamli Charitable Blood Bank,Uttar Pradesh,SHAMLI,Shamli," Run by Jan Jeevan Kalyan Samity, Plot No. 25, Rampuram Colony, Kairana Road, Shamli",247776,JAWAHAR LAL PRESIDENT,9813096886,N/A,shamlibloodbank2014@gmail.com,JAWAHAR LAL,9813096886,9813096886,shamlibloodbank2014@gmail.com,Charity,UP/B&B.P/2014
Amba Charitable Blood Bank,Uttar Pradesh,SHAMLI,Shamli,"Amba Vihar, Saharanpur Road Shamli",,,9897593595,,,Dr. Kanwar Pal Singh,,9837118064,ambabbshamli@gmail.com,Charity,
District Combined Hospital Blood Bank,Uttar Pradesh,SHRAVASTI,Bhinga,District Combined Hospital,271845,05250 222704,N/A,N/A,,N/A,N/A,N/A,,Government,N/A
District Hospital,Uttar Pradesh,SIDDHARTH NAGAR,Sidharth Nagar,N/A,N/A,N/A,N/A,N/A,,,,,,Government,
Hind Institute of Medical Sciences Blood Bank,Uttar Pradesh,SITAPUR, Atariya," Atariya, Sitapur",261303,,,,,,,,,Private,
District Hospital,Uttar Pradesh,SITAPUR,Sitapur,Nai Basti,261001,N/A,N/A,N/A,,,,,,Government,
BCM Hospital Blood Bank,Uttar Pradesh,SITAPUR,Sitapur,Khairabad,261131,"05862 252228, 05862 252850",8604905210,05862 252228,bcmlaboratory@gmail.com,Dr. Veenu Agarwal,,,drveenujain33@yahoo.com,Charity,UP/B&BP/2010/14
Hind Blood Bank And Component Center,Uttar Pradesh,SITAPUR,Sitapur,Atariya,,0522-4927277,9415022105,,,Dr.Richa Mishra,0522-4927277,"94,15,02,21,05,09,41,50,00,000",,Charity,UP/B&BP/2015/02
Hindalco Hospital Blood Bank,Uttar Pradesh,SONBHADRA,Renukoot,"Plant -1 Road, Renukoot",231217,"05446 252077, 05446 252079, 05446 254791, 05446 254796",N/A,N/A,manoj.malpani@adityabirla.com,,,,,Private,
District Joint Hospital,Uttar Pradesh,SONBHADRA,Sonbhadra,"SH 5A, Bhandar Khurd",231216,N/A,9161349145,N/A,,,,,,Government,
Sanjay Gandhi Hospital Blood Bank,Uttar Pradesh,SULTANPUR,Amethi,"SH 34, Katra Maharan",227412,05368 255009,N/A,N/A,N/A,Dr. Sahil Murad,05368 255009,N/A,N/A,Government,UP/B&BP/2007/07
District Hospital Blood Bank,Uttar Pradesh,SULTANPUR,Sultanpur,Sultanpur,228001,N/A,9415168259,N/A,N/A,N/A,N/A,N/A,N/A,Government,N/A
F.I&#39;S Maulana Ali Main Institute Of Medical Sciences Blood Bank,Uttar Pradesh,UNNAO, Unnao,"Village-Bajehra, Lucknow-Kanpur Highway",,,9918595211,,,Dr. Mustafa Ali,9918595211,9918595211,fimamims@gmail.com,Private,
District Hospital Blood Bank,Uttar Pradesh,UNNAO,Unnao,Orai,209801,0515 2840149,9415457880,N/A,,,,,,Government,
Saraswati Blood Bank,Uttar Pradesh,UNNAO,Unnao,"Madhu Vihar, Asha Khera, Nh-25, Near Bhalla Farms",209859,0515 3070000,9889031417,,,Dr. S.N. Gupta,8948471880,,guptashyamnarain001@gmail.com,Private,
Popular Medicare Limited Hospital Blood Bank ,Uttar Pradesh,VARANASI, Varanasi,"N-10/60, A-2, Dla Road Kakarmatta",,,9415228591,,,Dr. Sushila Kanna,,9415228591,popularwelfaretrust@gmail.com,Private,
Banaras Heart Hospital Component Blood Bank,Uttar Pradesh,VARANASI,Banaras,"62, Chandrika Nagar, Sigra",221010,0542 2224567,9369352137,N/A,bloodbank@shubhamhospitals.com,Brihesh Kumar Singh,9792356133,8874734111,brijeshsingh218@gmail.com,Private,U.P./B&B.P/2012/20
Shri Shiv Prasad Gupta Mandliya Zilla Chikitsalaya,Uttar Pradesh,VARANASI,Varanasi,Varanasi,221002,N/A,"09412487707, 08953003624",N/A,N/A,N/A,N/A,N/A,N/A,Government,N/A
Heritage Hospital,Uttar Pradesh,VARANASI,Varanasi,LANKA BHU ROAD,221005,0542 2368888,8953003624,N/A,,,,,,Private,
Lions Vishal Blood Bank (Indian Medical Association),Uttar Pradesh,VARANASI,Varanasi,VARANASI,N/A,0542 2414122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Government,10/SC/p of 1995
Sir Sunderlal Hospital Blood Bank,Uttar Pradesh,VARANASI,Varanasi,"IMS, BHU, Lanka
",221005,"0542 2369237, 0542 2309408",N/A,N/A,N/A,Dr. K. K Gupta,9415274328,9415274328,N/A,Government,1/SCP/1997
Santushti Hospital Private Limited Blood Bank,Uttar Pradesh,VARANASI,Varanasi,"N8/180-B-51, BHU - DLW Road, DLW Sunderpur Road, Sunderpur, Newada, Varanasi, Uttar Pradesh",221005,0542 2316230,N/A,N/A,,,,,,Private,
Apex Hospital Component Blood Bank ,Uttar Pradesh,VARANASI,Varanasi,"Apex Welcare Trust, N-7/2, A-5, D.L.W. Hydil Road",221004,0542 2316794,N/A,N/A,,,,,,Private,
Pt. Deen Dayal Upadhayay Government Hospital,Uttar Pradesh,VARANASI,varanasi,Pandeypur,N/A,0542 2505073,N/A,N/A,,,,,,Government,
Heritage Institute of Medical Sciences Blood Bank ,Uttar Pradesh,VARANASI,Varanasi,"3rd Floor, Near Mohan Sarai, Ram Nagar Bypass, Bhadwar
",221005,,9415226197,,,Dr. Sumit Samuells,,9235785868,sumitsamulls13@gmail.com,Private,
AIIMS Rishikesh,Uttarakhand,,Rishikesh,"Virbhadra Marg, Pashulok",,0135-2462967,,,transfusionmedicineris@gmail.com,Dr. Nilotpal Chowdhury,,,nilotpal.chowdhury@gmail.com,Government,
